,Rnk,BIB,H2H,Rider,Age,Team,UCI,Pnt,Time,race_code
2382,DNF,47,,GERMANI LorenzoGroupama - FDJ,20,Groupama - FDJ,,,-,faun-ardeche-classic/2023
2383,DNF,124,,PRONSKIY VadimAstana Qazaqstan Team,24,Astana Qazaqstan Team,,,-,faun-ardeche-classic/2023
2384,DNF,194,,DELBOVE JorisSt Michel - Mavic - Auber93,22,St Michel - Mavic - Auber93,,,-,faun-ardeche-classic/2023
2385,DNF,163,,SANDER HANSEN MarcusUno-X Pro Cycling Team,22,Uno-X Pro Cycling Team,,,-,faun-ardeche-classic/2023
2386,DNF,34,,DEVENYNS DriesSoudal - Quick Step,39,Soudal - Quick Step,,,-,faun-ardeche-classic/2023
2387,DNF,117,,VAN DER MEULEN MaxTeam DSM,19,Team DSM,,,-,faun-ardeche-classic/2023
2388,DNF,192,,DEVAUX ThomasSt Michel - Mavic - Auber93,26,St Michel - Mavic - Auber93,,,-,faun-ardeche-classic/2023
2389,DNF,153,,HOLLYMAN MasonIsrael - Premier Tech,22,Israel - Premier Tech,,,-,faun-ardeche-classic/2023
2390,DNF,6,,GROß FelixUAE Team Emirates,24,UAE Team Emirates,,,-,faun-ardeche-classic/2023
2391,DNF,73,,EDET NicolasTeam Arkéa Samsic,35,Team Arkéa Samsic,,,-,faun-ardeche-classic/2023
2392,DNF,186,,KAMP AlexanderTudor Pro Cycling Team,29,Tudor Pro Cycling Team,,,-,faun-ardeche-classic/2023
2393,,,,,,,,,,la-drome-classic/2023
2394,1,56,,PEREZ AnthonyCofidis,31,Cofidis,200,125,4:57:26,la-drome-classic/2023
2395,2,23,,COSTA RuiIntermarché - Circus - Wanty,36,Intermarché - Circus - Wanty,150,85,1:111:11,la-drome-classic/2023
2396,3,32,,BAGIOLI AndreaSoudal - Quick Step,23,Soudal - Quick Step,125,60,",,1:11",la-drome-classic/2023
2397,4,41,,GAUDU DavidGroupama - FDJ,26,Groupama - FDJ,100,50,1:131:13,la-drome-classic/2023
2398,5,66,,SIMMONS QuinnTrek - Segafredo,21,Trek - Segafredo,85,45,",,1:13",la-drome-classic/2023
2399,6,61,,SKJELMOSE MattiasTrek - Segafredo,22,Trek - Segafredo,70,40,1:341:34,la-drome-classic/2023
2400,7,27,,ZIMMERMANN GeorgIntermarché - Circus - Wanty,25,Intermarché - Circus - Wanty,60,35,1:381:38,la-drome-classic/2023
2401,8,152,,CLARKE SimonIsrael - Premier Tech,36,Israel - Premier Tech,50,30,1:411:41,la-drome-classic/2023
2402,9,157,,STRONG CorbinIsrael - Premier Tech,22,Israel - Premier Tech,40,26,1:431:43,la-drome-classic/2023
2403,10,85,,GODON DorianAG2R Citroën Team,26,AG2R Citroën Team,35,22,1:481:48,la-drome-classic/2023
2404,11,111,,BARDET RomainTeam DSM,32,Team DSM,30,20,1:571:57,la-drome-classic/2023
2405,12,45,,PACHER QuentinGroupama - FDJ,31,Groupama - FDJ,25,18,3:203:20,la-drome-classic/2023
2406,13,184,,ERIKSSON LucasTudor Pro Cycling Team,26,Tudor Pro Cycling Team,20,16,3:353:35,la-drome-classic/2023
2407,14,135,,SWEENY HarryLotto Dstny,24,Lotto Dstny,15,14,3:483:48,la-drome-classic/2023
2408,15,51,,MARTIN GuillaumeCofidis,29,Cofidis,10,12,3:553:55,la-drome-classic/2023
2409,16,31,,ALAPHILIPPE JulianSoudal - Quick Step,30,Soudal - Quick Step,5,10,4:494:49,la-drome-classic/2023
2410,17,17,,WANDAHL FrederikBORA - hansgrohe,21,BORA - hansgrohe,5,9,6:466:46,la-drome-classic/2023
2411,18,105,,EIKING Odd ChristianEF Education-EasyPost,28,EF Education-EasyPost,5,8,",,6:46",la-drome-classic/2023
2412,19,162,,TRÆEN TorsteinUno-X Pro Cycling Team,27,Uno-X Pro Cycling Team,5,7,6:566:56,la-drome-classic/2023
2413,20,26,,CALMEJANE LilianIntermarché - Circus - Wanty,30,Intermarché - Circus - Wanty,5,6,7:047:04,la-drome-classic/2023
2414,21,21,,BUSATTO FrancescoIntermarché - Circus - Wanty,20,Intermarché - Circus - Wanty,5,5,8:138:13,la-drome-classic/2023
2415,22,143,,BURGAUDEAU MathieuTotalEnergies,24,TotalEnergies,5,4,",,8:13",la-drome-classic/2023
2416,23,52,,FINÉ EddyCofidis,25,Cofidis,5,3,",,8:13",la-drome-classic/2023
2417,24,77,,RODRÍGUEZ CristiánTeam Arkéa Samsic,27,Team Arkéa Samsic,5,2,8:158:15,la-drome-classic/2023
2418,25,193,,DEBEAUMARCHÉ NicolasSt Michel - Mavic - Auber93,25,St Michel - Mavic - Auber93,5,1,",,8:15",la-drome-classic/2023
2419,26,172,,DE TIER FlorisBingoal WB,31,Bingoal WB,5,,",,8:15",la-drome-classic/2023
2420,27,62,,BERNARD JulienTrek - Segafredo,30,Trek - Segafredo,5,,",,8:15",la-drome-classic/2023
2421,28,33,,CAVAGNA RémiSoudal - Quick Step,27,Soudal - Quick Step,5,,",,8:15",la-drome-classic/2023
2422,29,107,,KUDUS MerhawiEF Education-EasyPost,29,EF Education-EasyPost,5,,",,8:15",la-drome-classic/2023
2423,30,185,,PELLAUD SimonTudor Pro Cycling Team,30,Tudor Pro Cycling Team,5,,8:208:20,la-drome-classic/2023
2424,31,5,,FORMOLO DavideUAE Team Emirates,30,UAE Team Emirates,3,,",,8:20",la-drome-classic/2023
2425,32,2,,BENNETT GeorgeUAE Team Emirates,32,UAE Team Emirates,3,,",,8:20",la-drome-classic/2023
2426,33,113,,DINHAM MatthewTeam DSM,22,Team DSM,3,,",,8:20",la-drome-classic/2023
2427,34,14,,KORETZKY VictorBORA - hansgrohe,28,BORA - hansgrohe,3,,",,8:20",la-drome-classic/2023
2428,35,176,,TIZZA MarcoBingoal WB,31,Bingoal WB,3,,8:278:27,la-drome-classic/2023
2429,36,91,,SOBRERO MatteoTeam Jayco AlUla,25,Team Jayco AlUla,3,,",,8:27",la-drome-classic/2023
2430,37,171,,GUERIN AlexisBingoal WB,30,Bingoal WB,3,,8:378:37,la-drome-classic/2023
2431,38,104,,CEPEDA Jefferson AlexanderEF Education-EasyPost,24,EF Education-EasyPost,3,,8:468:46,la-drome-classic/2023
2432,39,116,,TUSVELD MartijnTeam DSM,29,Team DSM,3,,",,8:46",la-drome-classic/2023
2433,40,132,,DEBRUYNE RamsesLotto Dstny,20,Lotto Dstny,3,,",,8:46",la-drome-classic/2023
2434,41,53,,DELETTRE AlexandreCofidis,25,Cofidis,,,10:2810:28,la-drome-classic/2023
2435,42,54,,LAFAY VictorCofidis,27,Cofidis,,,",,10:28",la-drome-classic/2023
2436,43,166,,DVERSNES FredrikUno-X Pro Cycling Team,25,Uno-X Pro Cycling Team,,,13:3813:38,la-drome-classic/2023
2437,44,15,,PALZER AntonBORA - hansgrohe,29,BORA - hansgrohe,,,",,13:38",la-drome-classic/2023
2438,45,106,,HONORÉ Mikkel FrølichEF Education-EasyPost,26,EF Education-EasyPost,,,",,13:38",la-drome-classic/2023
2439,46,133,,WILLEMS JagoLotto Dstny,21,Lotto Dstny,,,",,13:38",la-drome-classic/2023
2440,47,147,,OURSELIN PaulTotalEnergies,28,TotalEnergies,,,",,13:38",la-drome-classic/2023
2441,48,182,,BRUN NilsTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,",,13:38",la-drome-classic/2023
2442,49,47,,PALENI EnzoGroupama - FDJ,20,Groupama - FDJ,,,",,13:38",la-drome-classic/2023
2443,50,101,,CHAVES EstebanEF Education-EasyPost,33,EF Education-EasyPost,,,",,13:38",la-drome-classic/2023
2444,51,203,,DANÈS LéoCIC U Nantes Atlantique,26,CIC U Nantes Atlantique,,,",,13:38",la-drome-classic/2023
2445,52,114,,HAMILTON ChrisTeam DSM,27,Team DSM,,,",,13:38",la-drome-classic/2023
2446,53,12,,HINDLEY JaiBORA - hansgrohe,26,BORA - hansgrohe,,,",,13:38",la-drome-classic/2023
2447,54,124,,PRONSKIY VadimAstana Qazaqstan Team,24,Astana Qazaqstan Team,,,",,13:38",la-drome-classic/2023
2448,55,86,,PETERS NansAG2R Citroën Team,28,AG2R Citroën Team,,,",,13:38",la-drome-classic/2023
2449,56,92,,COLLEONI KevinTeam Jayco AlUla,23,Team Jayco AlUla,,,",,13:38",la-drome-classic/2023
2450,57,145,,SIMON JulienTotalEnergies,37,TotalEnergies,,,",,13:38",la-drome-classic/2023
2451,58,73,,VERRE AlessandroTeam Arkéa Samsic,21,Team Arkéa Samsic,,,",,13:38",la-drome-classic/2023
2452,59,154,,FRIGO MarcoIsrael - Premier Tech,22,Israel - Premier Tech,,,",,13:38",la-drome-classic/2023
2453,60,181,,REICHENBACH SébastienTudor Pro Cycling Team,33,Tudor Pro Cycling Team,,,",,13:38",la-drome-classic/2023
2454,61,201,,JEGAT JordanCIC U Nantes Atlantique,23,CIC U Nantes Atlantique,,,",,13:38",la-drome-classic/2023
2455,62,43,,GRÉGOIRE RomainGroupama - FDJ,20,Groupama - FDJ,,,",,13:38",la-drome-classic/2023
2456,63,191,,CARDIS RomainSt Michel - Mavic - Auber93,30,St Michel - Mavic - Auber93,,,",,13:38",la-drome-classic/2023
2457,64,196,,VAN NIEKERK MornéSt Michel - Mavic - Auber93,27,St Michel - Mavic - Auber93,,,",,13:38",la-drome-classic/2023
2458,65,207,,ISIDORE NoaCIC U Nantes Atlantique,18,CIC U Nantes Atlantique,,,",,13:38",la-drome-classic/2023
2459,66,205,,PLAMONDON RobinCIC U Nantes Atlantique,23,CIC U Nantes Atlantique,,,",,13:38",la-drome-classic/2023
2460,67,175,,TEUGELS LennertBingoal WB,29,Bingoal WB,,,",,13:38",la-drome-classic/2023
2461,68,75,,CHAMPOUSSIN ClémentTeam Arkéa Samsic,24,Team Arkéa Samsic,,,",,13:38",la-drome-classic/2023
2462,69,72,,BOUHANNI NacerTeam Arkéa Samsic,32,Team Arkéa Samsic,,,",,13:38",la-drome-classic/2023
2463,70,13,,BENEDETTI CesareBORA - hansgrohe,35,BORA - hansgrohe,,,",,13:38",la-drome-classic/2023
2464,71,93,,DE MARCHI AlessandroTeam Jayco AlUla,36,Team Jayco AlUla,,,13:4913:49,la-drome-classic/2023
2465,72,122,,RIABUSHENKO AlexandrAstana Qazaqstan Team,27,Astana Qazaqstan Team,,,14:1314:13,la-drome-classic/2023
2466,DNF,1,,ULISSI DiegoUAE Team Emirates,33,UAE Team Emirates,,,-,la-drome-classic/2023
2467,DNF,3,,FISHER-BLACK FinnUAE Team Emirates,21,UAE Team Emirates,,,-,la-drome-classic/2023
2468,DNF,4,,GIBBONS RyanUAE Team Emirates,28,UAE Team Emirates,,,-,la-drome-classic/2023
2469,DNF,6,,GROß FelixUAE Team Emirates,24,UAE Team Emirates,,,-,la-drome-classic/2023
2470,DNF,167,,EG NiklasUno-X Pro Cycling Team,28,Uno-X Pro Cycling Team,,,-,la-drome-classic/2023
2471,DNF,11,,HIGUITA SergioBORA - hansgrohe,25,BORA - hansgrohe,,,-,la-drome-classic/2023
2472,DNF,16,,UIJTDEBROEKS CianBORA - hansgrohe,19,BORA - hansgrohe,,,-,la-drome-classic/2023
2473,DNF,22,,HUYS LaurensIntermarché - Circus - Wanty,24,Intermarché - Circus - Wanty,,,-,la-drome-classic/2023
2474,DNF,25,,ROTA LorenzoIntermarché - Circus - Wanty,27,Intermarché - Circus - Wanty,,,-,la-drome-classic/2023
2475,DNF,34,,DEVENYNS DriesSoudal - Quick Step,39,Soudal - Quick Step,,,-,la-drome-classic/2023
2476,DNF,35,,KNOX JamesSoudal - Quick Step,27,Soudal - Quick Step,,,-,la-drome-classic/2023
2477,DNF,36,,SVRČEK MartinSoudal - Quick Step,20,Soudal - Quick Step,,,-,la-drome-classic/2023
2478,DNF,37,,VAN WILDER IlanSoudal - Quick Step,22,Soudal - Quick Step,,,-,la-drome-classic/2023
2479,DNF,42,,ARMIRAIL BrunoGroupama - FDJ,28,Groupama - FDJ,,,-,la-drome-classic/2023
2480,DNF,44,,MARTINEZ LennyGroupama - FDJ,19,Groupama - FDJ,,,-,la-drome-classic/2023
2481,DNF,46,,LADAGNOUS MatthieuGroupama - FDJ,38,Groupama - FDJ,,,-,la-drome-classic/2023
2482,DNF,55,,MARIAULT AxelCofidis,24,Cofidis,,,-,la-drome-classic/2023
2483,DNF,57,,CHAMPION ThomasCofidis,23,Cofidis,,,-,la-drome-classic/2023
2484,DNF,63,,CATALDO DarioTrek - Segafredo,37,Trek - Segafredo,,,-,la-drome-classic/2023
2485,DNF,64,,GALLOPIN TonyTrek - Segafredo,34,Trek - Segafredo,,,-,la-drome-classic/2023
2486,DNF,67,,TESFATSION NatnaelTrek - Segafredo,23,Trek - Segafredo,,,-,la-drome-classic/2023
2487,DNF,71,,BARRÉ LouisTeam Arkéa Samsic,22,Team Arkéa Samsic,,,-,la-drome-classic/2023
2488,DNF,74,,GESBERT ÉlieTeam Arkéa Samsic,27,Team Arkéa Samsic,,,-,la-drome-classic/2023
2489,DNF,76,,PICHON LaurentTeam Arkéa Samsic,36,Team Arkéa Samsic,,,-,la-drome-classic/2023
2490,DNF,82,,VENTURINI ClémentAG2R Citroën Team,29,AG2R Citroën Team,,,-,la-drome-classic/2023
2491,DNF,83,,CHEREL MikaëlAG2R Citroën Team,36,AG2R Citroën Team,,,-,la-drome-classic/2023
2492,DNF,84,,GALL FelixAG2R Citroën Team,24,AG2R Citroën Team,,,-,la-drome-classic/2023
