,Rnk,GC,Timelag,BIB,H2H,Rider,Age,Team,UCI,Pnt,,Time,race_code,Pos.,Timegap,Speed,PCS points,UCI points
1270,50,16,+1:21,171,,TIBERI AntonioTrek - Segafredo,21,Trek - Segafredo,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1271,51,18,+1:23,122,,GLOAG ThomasJumbo-Visma,21,Jumbo-Visma,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1272,52,99,+20:47,172,,ABERASTURI JonTrek - Segafredo,33,Trek - Segafredo,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1273,53,48,+7:52,96,,TULETT BenINEOS Grenadiers,21,INEOS Grenadiers,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1274,54,114,+24:29,6,,VAN LERBERGHE BertSoudal - Quick Step,30,Soudal - Quick Step,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1275,55,65,+15:00,163,,MAAS JanTeam Jayco AlUla,27,Team Jayco AlUla,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1276,56,84,+19:12,127,,VAN DER SANDE ToshJumbo-Visma,32,Jumbo-Visma,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1277,57,22,+1:34,174,,GHEBREIGZABHIER AmanuelTrek - Segafredo,28,Trek - Segafredo,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1278,58,5,+1:06,45,,POELS WoutBahrain - Victorious,35,Bahrain - Victorious,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1279,59,52,+9:53,155,,MÄRKL NiklasTeam DSM,23,Team DSM,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1280,60,14,+1:19,34,,LUTSENKO AlexeyAstana Qazaqstan Team,30,Astana Qazaqstan Team,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1281,61,75,+18:03,164,,MEZGEC LukaTeam Jayco AlUla,34,Team Jayco AlUla,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1282,62,34,+3:24,11,,BOUCHARD GeoffreyAG2R Citroën Team,30,AG2R Citroën Team,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1283,63,45,+7:29,14,,HÄNNINEN JaakkoAG2R Citroën Team,25,AG2R Citroën Team,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1284,64,23,+1:34,116,,RICCITELLO MatthewIsrael - Premier Tech,20,Israel - Premier Tech,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1285,65,30,+2:18,175,,HELLEMOSE AsbjørnTrek - Segafredo,24,Trek - Segafredo,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1286,66,39,+4:28,192,,BJERG MikkelUAE Team Emirates,24,UAE Team Emirates,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1287,67,10,+1:14,191,,YATES AdamUAE Team Emirates,30,UAE Team Emirates,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1288,68,61,+13:49,193,,LAENGEN Vegard StakeUAE Team Emirates,34,UAE Team Emirates,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1289,69,124,+26:28,74,,MAGLI FilippoGreen Project-Bardiani CSF-Faizanè,23,Green Project-Bardiani CSF-Faizanè,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1290,70,40,+4:42,113,,GEE DerekIsrael - Premier Tech,25,Israel - Premier Tech,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1291,71,32,+2:44,137,,SEPÚLVEDA EduardoLotto Dstny,31,Lotto Dstny,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1292,72,35,+3:36,117,,WÜRTZ SCHMIDT MadsIsrael - Premier Tech,28,Israel - Premier Tech,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1293,73,12,+1:17,53,,BUCHMANN EmanuelBORA - hansgrohe,30,BORA - hansgrohe,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1294,74,103,+21:23,82,,DAVY ClémentGroupama - FDJ,24,Groupama - FDJ,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1295,75,57,+10:56,102,,JOHANSEN JuliusIntermarché - Circus - Wanty,23,Intermarché - Circus - Wanty,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1296,76,37,+4:07,12,,BAUDIN AlexAG2R Citroën Team,21,AG2R Citroën Team,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1297,77,26,+1:45,16,,PARET-PEINTRE ValentinAG2R Citroën Team,22,AG2R Citroën Team,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1298,78,9,+1:13,65,,STEINHAUSER GeorgEF Education-EasyPost,21,EF Education-EasyPost,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1299,79,47,+7:31,77,,ZOCCARATO SamueleGreen Project-Bardiani CSF-Faizanè,25,Green Project-Bardiani CSF-Faizanè,,,3″,",,0:003″",uae-tour/2023/stage-6,,,,,
1300,80,128,+27:33,87,,WELTEN BramGroupama - FDJ,25,Groupama - FDJ,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1301,81,2,+0:09,93,,PLAPP LukeINEOS Grenadiers,22,INEOS Grenadiers,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1302,82,15,+1:20,167,,SCOTSON CallumTeam Jayco AlUla,26,Team Jayco AlUla,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1303,83,21,+1:28,85,,STORER MichaelGroupama - FDJ,25,Groupama - FDJ,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1304,84,112,+23:42,84,,PITHIE LaurenceGroupama - FDJ,20,Groupama - FDJ,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1305,85,3,+0:13,41,,BILBAO PelloBahrain - Victorious,33,Bahrain - Victorious,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1306,86,41,+4:43,75,,TONELLI AlessandroGreen Project-Bardiani CSF-Faizanè,30,Green Project-Bardiani CSF-Faizanè,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1307,87,49,+7:56,86,,THOMPSON ReubenGroupama - FDJ,22,Groupama - FDJ,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1308,88,43,+5:38,37,,TEJADA HaroldAstana Qazaqstan Team,25,Astana Qazaqstan Team,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1309,89,33,+2:48,61,,AMADOR AndreyEF Education-EasyPost,36,EF Education-EasyPost,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1310,90,31,+2:30,114,,HERMANS BenIsrael - Premier Tech,36,Israel - Premier Tech,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1311,91,7,+1:12,151,,LEKNESSUND AndreasTeam DSM,23,Team DSM,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1312,92,134,+35:30,97,,WURF CameronINEOS Grenadiers,39,INEOS Grenadiers,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1313,93,126,+27:05,135,,SCHWARZMANN MichaelLotto Dstny,32,Lotto Dstny,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1314,94,56,+10:37,62,,CAMARGO Diego AndrésEF Education-EasyPost,24,EF Education-EasyPost,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1315,95,80,+18:40,55,,MULLEN RyanBORA - hansgrohe,28,BORA - hansgrohe,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1316,96,81,+18:45,153,,EDMONDSON AlexTeam DSM,29,Team DSM,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1317,97,100,+21:01,83,,KONOVALOVAS IgnatasGroupama - FDJ,37,Groupama - FDJ,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1318,98,63,+14:37,63,,CARR SimonEF Education-EasyPost,24,EF Education-EasyPost,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1319,99,104,+21:36,35,,MARTINELLI DavideAstana Qazaqstan Team,29,Astana Qazaqstan Team,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1320,100,110,+22:53,44,,MIHOLJEVIĆ FranBahrain - Victorious,20,Bahrain - Victorious,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1321,101,89,+19:33,107,,VAN POPPEL BoyIntermarché - Circus - Wanty,35,Intermarché - Circus - Wanty,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1322,102,131,+30:06,46,,PRICE-PEJTERSEN JohanBahrain - Victorious,23,Bahrain - Victorious,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1323,103,42,+5:07,123,,HESSMANN MichelJumbo-Visma,21,Jumbo-Visma,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1324,104,122,+25:43,187,,ZIJLAARD MaikelTudor Pro Cycling Team,23,Tudor Pro Cycling Team,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1325,105,54,+10:17,147,,TORRES AlbertMovistar Team,32,Movistar Team,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1326,106,109,+22:51,141,,GAVIRIA FernandoMovistar Team,28,Movistar Team,,,,",,0:00",uae-tour/2023/stage-6,,,,,
1327,107,72,+17:43,173,,BRUSTENGA MarcTrek - Segafredo,23,Trek - Segafredo,,,,0:230:23,uae-tour/2023/stage-6,,,,,
1328,108,96,+20:18,134,,GUARNIERI JacopoLotto Dstny,35,Lotto Dstny,,,,0:270:27,uae-tour/2023/stage-6,,,,,
1329,109,62,+13:59,54,,GAMPER PatrickBORA - hansgrohe,26,BORA - hansgrohe,,,,0:290:29,uae-tour/2023/stage-6,,,,,
1330,110,108,+22:23,2,,ČERNÝ JosefSoudal - Quick Step,29,Soudal - Quick Step,,,,0:310:31,uae-tour/2023/stage-6,,,,,
1331,111,74,+18:01,185,,PLUIMERS RickTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,,",,0:31",uae-tour/2023/stage-6,,,,,
1332,112,64,+14:50,162,,HEPBURN MichaelTeam Jayco AlUla,31,Team Jayco AlUla,,,,0:370:37,uae-tour/2023/stage-6,,,,,
1333,113,71,+17:28,103,,PAQUOT TomIntermarché - Circus - Wanty,23,Intermarché - Circus - Wanty,,,,",,0:37",uae-tour/2023/stage-6,,,,,
1334,114,53,+10:14,184,,KLUCKERS ArthurTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,,",,0:37",uae-tour/2023/stage-6,,,,,
1335,115,67,+15:57,132,,DE GENDT ThomasLotto Dstny,36,Lotto Dstny,,,,0:500:50,uae-tour/2023/stage-6,,,,,
1336,116,97,+20:29,23,,LEYSEN SenneAlpecin-Deceuninck,26,Alpecin-Deceuninck,,,,",,0:50",uae-tour/2023/stage-6,,,,,
1337,117,70,+17:02,36,,ROMO JavierAstana Qazaqstan Team,24,Astana Qazaqstan Team,,,,",,0:50",uae-tour/2023/stage-6,,,,,
1338,118,44,+6:25,196,,SOLER MarcUAE Team Emirates,29,UAE Team Emirates,,,,",,0:50",uae-tour/2023/stage-6,,,,,
1339,119,132,+31:15,73,,LUCCA RiccardoGreen Project-Bardiani CSF-Faizanè,26,Green Project-Bardiani CSF-Faizanè,,,,",,0:50",uae-tour/2023/stage-6,,,,,
1340,120,135,+35:32,33,,GRUZDEV DmitriyAstana Qazaqstan Team,36,Astana Qazaqstan Team,,,,",,0:50",uae-tour/2023/stage-6,,,,,
1341,121,91,+19:43,142,,HOLLMANN JuriMovistar Team,23,Movistar Team,,,,",,0:50",uae-tour/2023/stage-6,,,,,
1342,122,107,+21:56,27,,VAN DEN BOSSCHE FabioAlpecin-Deceuninck,22,Alpecin-Deceuninck,,,,0:550:55,uae-tour/2023/stage-6,,,,,
1343,123,69,+16:54,124,,HOFSTEDE LennardJumbo-Visma,28,Jumbo-Visma,,,,0:570:57,uae-tour/2023/stage-6,,,,,
1344,124,105,+21:36,133,,DRIZNERS JarradLotto Dstny,23,Lotto Dstny,,,,",,0:57",uae-tour/2023/stage-6,,,,,
1345,125,133,+32:29,182,,KOLZE CHANGIZI SebastianTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,,1:061:06,uae-tour/2023/stage-6,,,,,
1346,126,120,+25:29,52,,ARCHBOLD ShaneBORA - hansgrohe,34,BORA - hansgrohe,,,,1:211:21,uae-tour/2023/stage-6,,,,,
1347,127,60,+13:25,15,,LAPEIRA PaulAG2R Citroën Team,22,AG2R Citroën Team,,,,",,1:21",uae-tour/2023/stage-6,,,,,
1348,128,86,+19:16,7,,VERVAEKE LouisSoudal - Quick Step,29,Soudal - Quick Step,,,,",,1:21",uae-tour/2023/stage-6,,,,,
1349,129,116,+25:01,143,,JACOBS JohanMovistar Team,25,Movistar Team,,,,1:251:25,uae-tour/2023/stage-6,,,,,
1350,130,111,+23:01,144,,LAZKANO OierMovistar Team,23,Movistar Team,,,,1:591:59,uae-tour/2023/stage-6,,,,,
1351,131,78,+18:30,31,,CAVENDISH MarkAstana Qazaqstan Team,37,Astana Qazaqstan Team,,,,0:000:00,uae-tour/2023/stage-6,,,,,
1352,132,59,+13:22,95,,TARLING JoshuaINEOS Grenadiers,19,INEOS Grenadiers,,,,2:062:06,uae-tour/2023/stage-6,,,,,
1353,133,66,+15:51,5,,SERRY PieterSoudal - Quick Step,34,Soudal - Quick Step,,,,2:362:36,uae-tour/2023/stage-6,,,,,
1354,134,130,+29:52,25,,PLANCKAERT EdwardAlpecin-Deceuninck,28,Alpecin-Deceuninck,,,6″,",,2:366″",uae-tour/2023/stage-6,,,,,
1355,135,68,+16:34,183,,HEMING MikaTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,,2:382:38,uae-tour/2023/stage-6,,,,,
1356,DNS,,,177,,TOLHOEK AntwanTrek - Segafredo,28,Trek - Segafredo,,,,-,uae-tour/2023/stage-6,,,,,
1357,1,3,+1:00,191,,YATES AdamUAE Team Emirates,30,UAE Team Emirates,40,50,10″,3:29:4210″,uae-tour/2023/stage-7,,,,,
1358,2,1,+0:00,1,,EVENEPOEL RemcoSoudal - Quick Step,23,Soudal - Quick Step,25,30,6″,0:100:106″,uae-tour/2023/stage-7,,,,,
1359,3,24,+3:58,11,,BOUCHARD GeoffreyAG2R Citroën Team,30,AG2R Citroën Team,20,18,4″,0:420:424″,uae-tour/2023/stage-7,,,,,
1360,4,5,+2:06,121,,KUSS SeppJumbo-Visma,28,Jumbo-Visma,15,13,,0:470:47,uae-tour/2023/stage-7,,,,,
1361,5,4,+1:03,41,,BILBAO PelloBahrain - Victorious,33,Bahrain - Victorious,10,10,,0:540:54,uae-tour/2023/stage-7,,,,,
1362,6,2,+0:59,93,,PLAPP LukeINEOS Grenadiers,22,INEOS Grenadiers,8,7,,",,0:54",uae-tour/2023/stage-7,,,,,
1363,7,6,+2:18,45,,POELS WoutBahrain - Victorious,35,Bahrain - Victorious,6,4,,1:161:16,uae-tour/2023/stage-7,,,,,
1364,8,7,+2:33,171,,TIBERI AntonioTrek - Segafredo,21,Trek - Segafredo,3,3,,",,1:16",uae-tour/2023/stage-7,,,,,
1365,9,8,+2:38,57,,ZWIEHOFF BenBORA - hansgrohe,29,BORA - hansgrohe,2,2,,1:251:25,uae-tour/2023/stage-7,,,,,
1366,10,12,+2:49,85,,STORER MichaelGroupama - FDJ,25,Groupama - FDJ,1,1,,",,1:25",uae-tour/2023/stage-7,,,,,
1367,11,9,+2:38,53,,BUCHMANN EmanuelBORA - hansgrohe,30,BORA - hansgrohe,,,,",,1:25",uae-tour/2023/stage-7,,,,,
1368,12,10,+2:40,156,,VANHOUCKE HarmTeam DSM,25,Team DSM,,,,1:321:32,uae-tour/2023/stage-7,,,,,
1369,13,16,+3:13,13,,BERTHET ClémentAG2R Citroën Team,25,AG2R Citroën Team,,,,1:421:42,uae-tour/2023/stage-7,,,,,
1370,14,14,+3:02,194,,MCNULTY BrandonUAE Team Emirates,24,UAE Team Emirates,,,,1:481:48,uae-tour/2023/stage-7,,,,,
1371,15,15,+3:04,167,,SCOTSON CallumTeam Jayco AlUla,26,Team Jayco AlUla,,,,",,1:48",uae-tour/2023/stage-7,,,,,
1372,16,13,+2:57,146,,RUBIO Einer AugustoMovistar Team,25,Movistar Team,,,,",,1:48",uae-tour/2023/stage-7,,,,,
1373,17,11,+2:47,64,,DE BOD StefanEF Education-EasyPost,26,EF Education-EasyPost,,,,",,1:48",uae-tour/2023/stage-7,,,,,
1374,18,17,+3:18,116,,RICCITELLO MatthewIsrael - Premier Tech,20,Israel - Premier Tech,,,,",,1:48",uae-tour/2023/stage-7,,,,,
1375,19,18,+3:29,16,,PARET-PEINTRE ValentinAG2R Citroën Team,22,AG2R Citroën Team,,,,",,1:48",uae-tour/2023/stage-7,,,,,
1376,20,21,+3:41,186,,VOISARD YannisTudor Pro Cycling Team,24,Tudor Pro Cycling Team,,,,1:531:53,uae-tour/2023/stage-7,,,,,
1377,21,40,+9:33,77,,ZOCCARATO SamueleGreen Project-Bardiani CSF-Faizanè,25,Green Project-Bardiani CSF-Faizanè,,,,2:062:06,uae-tour/2023/stage-7,,,,,
1378,22,19,+3:34,105,,TAARAMÄE ReinIntermarché - Circus - Wanty,35,Intermarché - Circus - Wanty,,,,2:112:11,uae-tour/2023/stage-7,,,,,
1379,23,49,+15:39,95,,TARLING JoshuaINEOS Grenadiers,19,INEOS Grenadiers,,,,2:212:21,uae-tour/2023/stage-7,,,,,
1380,24,23,+3:56,145,,RODRÍGUEZ ÓscarMovistar Team,27,Movistar Team,,,,2:222:22,uae-tour/2023/stage-7,,,,,
1381,25,20,+3:39,151,,LEKNESSUND AndreasTeam DSM,23,Team DSM,,,,2:312:31,uae-tour/2023/stage-7,,,,,
1382,26,26,+4:24,24,,OSBORNE JasonAlpecin-Deceuninck,28,Alpecin-Deceuninck,,,,2:382:38,uae-tour/2023/stage-7,,,,,
1383,27,29,+5:20,137,,SEPÚLVEDA EduardoLotto Dstny,31,Lotto Dstny,,,,2:402:40,uae-tour/2023/stage-7,,,,,
1384,28,22,+3:50,65,,STEINHAUSER GeorgEF Education-EasyPost,21,EF Education-EasyPost,,,,2:412:41,uae-tour/2023/stage-7,,,,,
1385,29,25,+4:04,101,,MEINTJES LouisIntermarché - Circus - Wanty,31,Intermarché - Circus - Wanty,,,,",,2:41",uae-tour/2023/stage-7,,,,,
1386,30,52,+17:14,63,,CARR SimonEF Education-EasyPost,24,EF Education-EasyPost,,,,",,2:41",uae-tour/2023/stage-7,,,,,
1387,31,38,+9:25,196,,SOLER MarcUAE Team Emirates,29,UAE Team Emirates,,,,3:043:04,uae-tour/2023/stage-7,,,,,
1388,32,33,+7:18,72,,COVILI LucaGreen Project-Bardiani CSF-Faizanè,26,Green Project-Bardiani CSF-Faizanè,,,,3:163:16,uae-tour/2023/stage-7,,,,,
1389,33,35,+7:51,192,,BJERG MikkelUAE Team Emirates,24,UAE Team Emirates,,,,3:273:27,uae-tour/2023/stage-7,,,,,
1390,34,34,+7:33,12,,BAUDIN AlexAG2R Citroën Team,21,AG2R Citroën Team,,,,3:303:30,uae-tour/2023/stage-7,,,,,
1391,35,44,+11:22,86,,THOMPSON ReubenGroupama - FDJ,22,Groupama - FDJ,,,,",,3:30",uae-tour/2023/stage-7,,,,,
1392,36,27,+4:49,122,,GLOAG ThomasJumbo-Visma,21,Jumbo-Visma,,,,",,3:30",uae-tour/2023/stage-7,,,,,
1393,37,28,+5:00,34,,LUTSENKO AlexeyAstana Qazaqstan Team,30,Astana Qazaqstan Team,,,,3:453:45,uae-tour/2023/stage-7,,,,,
1394,38,41,+9:53,37,,TEJADA HaroldAstana Qazaqstan Team,25,Astana Qazaqstan Team,,,,4:194:19,uae-tour/2023/stage-7,,,,,
1395,39,46,+11:41,14,,HÄNNINEN JaakkoAG2R Citroën Team,25,AG2R Citroën Team,,,3″,",,4:193″",uae-tour/2023/stage-7,,,,,
1396,40,68,+25:22,83,,KONOVALOVAS IgnatasGroupama - FDJ,37,Groupama - FDJ,,,3″,4:284:283″,uae-tour/2023/stage-7,,,,,
1397,41,36,+8:27,117,,WÜRTZ SCHMIDT MadsIsrael - Premier Tech,28,Israel - Premier Tech,,,,4:554:55,uae-tour/2023/stage-7,,,,,
1398,42,55,+18:06,42,,ARNDT NikiasBahrain - Victorious,31,Bahrain - Victorious,,,,4:594:59,uae-tour/2023/stage-7,,,,,
1399,43,32,+7:13,175,,HELLEMOSE AsbjørnTrek - Segafredo,24,Trek - Segafredo,,,,",,4:59",uae-tour/2023/stage-7,,,,,
1400,44,37,+9:19,17,,WARBASSE LarryAG2R Citroën Team,32,AG2R Citroën Team,,,,",,4:59",uae-tour/2023/stage-7,,,,,
1401,45,70,+26:24,82,,DAVY ClémentGroupama - FDJ,24,Groupama - FDJ,,,,5:055:05,uae-tour/2023/stage-7,,,,,
1402,46,48,+13:47,94,,SWIFT BenINEOS Grenadiers,35,INEOS Grenadiers,,,,",,5:05",uae-tour/2023/stage-7,,,,,
1403,47,30,+6:35,174,,GHEBREIGZABHIER AmanuelTrek - Segafredo,28,Trek - Segafredo,,,,",,5:05",uae-tour/2023/stage-7,,,,,
1404,48,31,+7:03,4,,SCHMID MauroSoudal - Quick Step,23,Soudal - Quick Step,,,,",,5:05",uae-tour/2023/stage-7,,,,,
1405,49,47,+12:31,104,,PETILLI SimoneIntermarché - Circus - Wanty,29,Intermarché - Circus - Wanty,,,,",,5:05",uae-tour/2023/stage-7,,,,,
1406,50,56,+18:50,193,,LAENGEN Vegard StakeUAE Team Emirates,34,UAE Team Emirates,,,,",,5:05",uae-tour/2023/stage-7,,,,,
1407,51,42,+10:08,123,,HESSMANN MichelJumbo-Visma,21,Jumbo-Visma,,,3″,5:085:083″,uae-tour/2023/stage-7,,,,,
1408,52,60,+21:27,132,,DE GENDT ThomasLotto Dstny,36,Lotto Dstny,,,,5:345:34,uae-tour/2023/stage-7,,,,,
1409,53,67,+24:46,7,,VERVAEKE LouisSoudal - Quick Step,29,Soudal - Quick Step,,,,",,5:34",uae-tour/2023/stage-7,,,,,
1410,54,50,+16:24,62,,CAMARGO Diego AndrésEF Education-EasyPost,24,EF Education-EasyPost,,,,5:515:51,uae-tour/2023/stage-7,,,,,
1411,55,43,+10:37,113,,GEE DerekIsrael - Premier Tech,25,Israel - Premier Tech,,,,5:595:59,uae-tour/2023/stage-7,,,,,
1412,56,85,+31:59,81,,DÉMARE ArnaudGroupama - FDJ,31,Groupama - FDJ,,,,6:446:44,uae-tour/2023/stage-7,,,,,
1413,57,69,+25:52,127,,VAN DER SANDE ToshJumbo-Visma,32,Jumbo-Visma,,,,",,6:44",uae-tour/2023/stage-7,,,,,
1414,58,62,+21:40,163,,MAAS JanTeam Jayco AlUla,27,Team Jayco AlUla,,,,",,6:44",uae-tour/2023/stage-7,,,,,
1415,59,45,+11:23,75,,TONELLI AlessandroGreen Project-Bardiani CSF-Faizanè,30,Green Project-Bardiani CSF-Faizanè,,,,",,6:44",uae-tour/2023/stage-7,,,,,
1416,60,110,+37:55,73,,LUCCA RiccardoGreen Project-Bardiani CSF-Faizanè,26,Green Project-Bardiani CSF-Faizanè,,,,",,6:44",uae-tour/2023/stage-7,,,,,
1417,61,90,+33:08,74,,MAGLI FilippoGreen Project-Bardiani CSF-Faizanè,23,Green Project-Bardiani CSF-Faizanè,,,,",,6:44",uae-tour/2023/stage-7,,,,,
1418,62,61,+21:30,162,,HEPBURN MichaelTeam Jayco AlUla,31,Team Jayco AlUla,,,,",,6:44",uae-tour/2023/stage-7,,,,,
1419,63,39,+9:28,61,,AMADOR AndreyEF Education-EasyPost,36,EF Education-EasyPost,,,,",,6:44",uae-tour/2023/stage-7,,,,,
1420,64,71,+27:08,142,,HOLLMANN JuriMovistar Team,23,Movistar Team,,,,7:297:29,uae-tour/2023/stage-7,,,,,
1421,65,53,+17:42,147,,TORRES AlbertMovistar Team,32,Movistar Team,,,,",,7:29",uae-tour/2023/stage-7,,,,,
1422,66,54,+17:51,184,,KLUCKERS ArthurTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,,7:417:41,uae-tour/2023/stage-7,,,,,
1423,67,84,+31:24,84,,PITHIE LaurenceGroupama - FDJ,20,Groupama - FDJ,,,,7:467:46,uae-tour/2023/stage-7,,,,,
1424,68,66,+24:44,36,,ROMO JavierAstana Qazaqstan Team,24,Astana Qazaqstan Team,,,,",,7:46",uae-tour/2023/stage-7,,,,,
1425,69,65,+23:33,5,,SERRY PieterSoudal - Quick Step,34,Soudal - Quick Step,,,,",,7:46",uae-tour/2023/stage-7,,,,,
1426,70,87,+32:05,44,,MIHOLJEVIĆ FranBahrain - Victorious,20,Bahrain - Victorious,,,,9:169:16,uae-tour/2023/stage-7,,,,,
1427,71,80,+30:01,172,,ABERASTURI JonTrek - Segafredo,33,Trek - Segafredo,,,,9:189:18,uae-tour/2023/stage-7,,,,,
1428,72,74,+27:34,92,,HEIDUK KimINEOS Grenadiers,22,INEOS Grenadiers,,,,",,9:18",uae-tour/2023/stage-7,,,,,
1429,73,126,+44:46,33,,GRUZDEV DmitriyAstana Qazaqstan Team,36,Astana Qazaqstan Team,,,,",,9:18",uae-tour/2023/stage-7,,,,,
1430,74,51,+17:06,96,,TULETT BenINEOS Grenadiers,21,INEOS Grenadiers,,,,",,9:18",uae-tour/2023/stage-7,,,,,
1431,75,64,+23:13,54,,GAMPER PatrickBORA - hansgrohe,26,BORA - hansgrohe,,,,",,9:18",uae-tour/2023/stage-7,,,,,
1432,76,81,+30:04,134,,GUARNIERI JacopoLotto Dstny,35,Lotto Dstny,,,,9:509:50,uae-tour/2023/stage-7,,,,,
1433,77,77,+28:44,55,,MULLEN RyanBORA - hansgrohe,28,BORA - hansgrohe,,,,10:0810:08,uae-tour/2023/stage-7,,,,,
1434,78,78,+29:17,166,,REINDERS ElmarTeam Jayco AlUla,30,Team Jayco AlUla,,,,",,10:08",uae-tour/2023/stage-7,,,,,
1435,79,73,+27:32,103,,PAQUOT TomIntermarché - Circus - Wanty,23,Intermarché - Circus - Wanty,,,,",,10:08",uae-tour/2023/stage-7,,,,,
1436,80,79,+29:27,56,,VAN POPPEL DannyBORA - hansgrohe,29,BORA - hansgrohe,,,,",,10:08",uae-tour/2023/stage-7,,,,,
1437,81,57,+19:57,155,,MÄRKL NiklasTeam DSM,23,Team DSM,,,,",,10:08",uae-tour/2023/stage-7,,,,,
1438,82,97,+35:39,136,,SELIG RüdigerLotto Dstny,34,Lotto Dstny,,,,10:1210:12,uae-tour/2023/stage-7,,,,,
1439,83,58,+21:04,102,,JOHANSEN JuliusIntermarché - Circus - Wanty,23,Intermarché - Circus - Wanty,,,,",,10:12",uae-tour/2023/stage-7,,,,,
1440,84,83,+30:37,23,,LEYSEN SenneAlpecin-Deceuninck,26,Alpecin-Deceuninck,,,,",,10:12",uae-tour/2023/stage-7,,,,,
1441,85,91,+33:09,144,,LAZKANO OierMovistar Team,23,Movistar Team,,,,",,10:12",uae-tour/2023/stage-7,,,,,
1442,86,102,+35:59,52,,ARCHBOLD ShaneBORA - hansgrohe,34,BORA - hansgrohe,,,,10:3410:34,uae-tour/2023/stage-7,,,,,
1443,87,76,+28:38,185,,PLUIMERS RickTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,,10:4110:41,uae-tour/2023/stage-7,,,,,
1444,88,103,+36:00,47,,BAUHAUS PhilBahrain - Victorious,28,Bahrain - Victorious,,,,10:4310:43,uae-tour/2023/stage-7,,,,,
1445,89,72,+27:13,183,,HEMING MikaTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,,",,10:43",uae-tour/2023/stage-7,,,,,
1446,90,118,+40:45,46,,PRICE-PEJTERSEN JohanBahrain - Victorious,23,Bahrain - Victorious,,,,",,10:43",uae-tour/2023/stage-7,,,,,
1447,91,75,+28:22,173,,BRUSTENGA MarcTrek - Segafredo,23,Trek - Segafredo,,,,",,10:43",uae-tour/2023/stage-7,,,,,
1448,92,59,+21:13,126,,ROOSEN TimoJumbo-Visma,30,Jumbo-Visma,,,,",,10:43",uae-tour/2023/stage-7,,,,,
